# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3371431	3371730	-	NP_217528.1	WP_003415256.1		glutamyl-tRNA(GLN) amidotransferase subunit C	gatC	887335	Rv3012c	300	99	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3371815	3372471	+						888642	Rv3013	657		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3371815	3372471	+	NP_217529.1	WP_003901515.1		hypothetical protein		888642	Rv3013	657	218	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3372545	3374620	-					ligA	887354	Rv3014c	2076		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3372545	3374620	-	NP_217530.1	WP_003415263.1		DNA ligase A	ligA	887354	Rv3014c	2076	691	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3374651	3375664	-						887181	Rv3015c	1014		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3374651	3375664	-	NP_217531.1	WP_003415268.1		hypothetical protein		887181	Rv3015c	1014	337	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3375758	3376387	+					lpqA	888557	Rv3016	630		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3375758	3376387	+	NP_217532.1	WP_003415270.1		lipoprotein LpqA	lpqA	888557	Rv3016	630	209	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3376490	3376852	-					esxQ	888508	Rv3017c	363		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3376490	3376852	-	NP_217533.1	WP_003415272.1		ESAT-6 like protein EsxQ	esxQ	888508	Rv3017c	363	120	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3376939	3378243	-					PPE46	888940	Rv3018c	1305		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3376939	3378243	-	YP_177918.1	WP_003910691.1		PPE family protein PPE46	PPE46	888940	Rv3018c	1305	434	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3378711	3379001	-					esxR	888926	Rv3019c	291		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3378711	3379001	-	NP_217535.1	WP_003415340.1		ESAT-6 like protein EsxR	esxR	888926	Rv3019c	291	96	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3379036	3379329	-					esxS	888946	Rv3020c	294		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3379036	3379329	-	YP_177919.1	WP_003415342.1		ESAT-6 like protein EsxS	esxS	888946	Rv3020c	294	97	
gene	pseudogene	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3379376	3380452	-					PPE47	888924	Rv3021c	1077		pseudo;pseudogene
gene	pseudogene	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3380440	3380682	-					PPE48	888512	Rv3022c	243		pseudo;pseudogene
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3380679	3380993	-					PE29	3205088	Rv3022A	315		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3380679	3380993	-	YP_177685.1	WP_003415766.1		PE family protein PE29	PE29	3205088	Rv3022A	315	104	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3381375	3382622	-						888525	Rv3023c	1248		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3381375	3382622	-	NP_217539.1	WP_003901078.1		transposase		888525	Rv3023c	1248	415	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3382785	3383888	-					trmU	888524	Rv3024c	1104		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3382785	3383888	-	NP_217540.1	WP_003415909.1		tRNA-specific 2-thiouridylase	trmU	888524	Rv3024c	1104	367	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3383885	3385066	-					iscS	887677	Rv3025c	1182		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3383885	3385066	-	NP_217541.1	WP_003415911.1		cysteine desulfurase	iscS	887677	Rv3025c	1182	393	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3385163	3386077	-						888489	Rv3026c	915		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3385163	3386077	-	NP_217542.1	WP_003415914.1		hypothetical protein		888489	Rv3026c	915	304	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3386074	3386919	-						887851	Rv3027c	846		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3386074	3386919	-	NP_217543.2	WP_003900617.1		GCN5-like N-acetyltransferase		887851	Rv3027c	846	281	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3387075	3388031	-					fixB	888549	Rv3028c	957		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3387075	3388031	-	NP_217544.1	WP_003899889.1		electron transfer flavoprotein subunit alpha	fixB	888549	Rv3028c	957	318	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3388070	3388870	-					fixA	887670	Rv3029c	801		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3388070	3388870	-	NP_217545.1	WP_003415921.1		electron transfer flavoprotein subunit beta	fixA	887670	Rv3029c	801	266	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3389101	3389925	+						888604	Rv3030	825		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3389101	3389925	+	NP_217546.1	WP_003415922.1		S-adenosylmethionine-dependent methyltransferase		888604	Rv3030	825	274	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3389922	3391502	+						888543	Rv3031	1581		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3389922	3391502	+	NP_217547.1	WP_003899891.1		1,4-alpha-glucan-branching protein		888543	Rv3031	1581	526	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3391534	3392778	+						888185	Rv3032	1245		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3391534	3392778	+	NP_217548.1	WP_003415928.1		glycogen synthase		888185	Rv3032	1245	414	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3392812	3393201	+						11117812	Rv3032A	390		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3392812	3393201	+	YP_004837058.1	WP_003415930.1		hypothetical protein		11117812	Rv3032A	390	129	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3393380	3393928	+						888865	Rv3033	549		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3393380	3393928	+	NP_217549.1	WP_003415932.1		hypothetical protein		888865	Rv3033	549	182	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3394019	3394921	-						887470	Rv3034c	903		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3394019	3394921	-	NP_217550.1	WP_003902399.1		acetyltransferase		887470	Rv3034c	903	300	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3395379	3396461	+						887842	Rv3035	1083		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3395379	3396461	+	NP_217551.1	WP_003415938.1		hypothetical protein		887842	Rv3035	1083	360	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3396458	3397141	-					TB22.2	887320	Rv3036c	684		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3396458	3397141	-	NP_217552.1	WP_003415939.1		hypothetical protein	TB22.2	887320	Rv3036c	684	227	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3397214	3398290	-						888640	Rv3037c	1077		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3397214	3398290	-	NP_217553.1	WP_003415940.1		S-adenosylmethionine-dependent methyltransferase		888640	Rv3037c	1077	358	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3398425	3399408	-						888517	Rv3038c	984		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3398425	3399408	-	NP_217554.1	WP_003415941.1		hypothetical protein		888517	Rv3038c	984	327	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3399419	3400183	-					echA17	888216	Rv3039c	765		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3399419	3400183	-	NP_217555.1	WP_003415942.1		enoyl-CoA hydratase EchA17	echA17	888216	Rv3039c	765	254	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3400192	3401058	-						887672	Rv3040c	867		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3400192	3401058	-	NP_217556.1	WP_003415943.1		hypothetical protein		887672	Rv3040c	867	288	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3401055	3401918	-						887197	Rv3041c	864		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3401055	3401918	-	NP_217557.1	WP_003415944.1		ABC transporter ATP-binding protein		887197	Rv3041c	864	287	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3401933	3403162	-					serB2	887815	Rv3042c	1230		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3401933	3403162	-	NP_217558.1	WP_003912067.1		phosphoserine phosphatase SerB	serB2	887815	Rv3042c	1230	409	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3403200	3404921	-					ctaD	887881	Rv3043c	1722		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3403200	3404921	-	NP_217559.1	WP_003415946.1		cytochrome C oxidase cytochrome 1	ctaD	887881	Rv3043c	1722	573	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3405136	3406215	+					fecB	888745	Rv3044	1080		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3405136	3406215	+	NP_217560.1	WP_003415959.1		FeIII-dicitrate-binding periplasmic lipoprotein	fecB	888745	Rv3044	1080	359	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3406285	3407325	+					adhC	888888	Rv3045	1041		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3406285	3407325	+	NP_217561.1	WP_003415965.1		NADP-dependent alcohol dehydrogenase	adhC	888888	Rv3045	1041	346	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3407314	3407688	-						888870	Rv3046c	375		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3407314	3407688	-	NP_217562.1	WP_003415968.1		hypothetical protein		888870	Rv3046c	375	124	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3408022	3408306	-						888898	Rv3047c	285		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3408022	3408306	-	NP_217563.1	WP_003899894.1		hypothetical protein		888898	Rv3047c	285	94	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3408404	3409378	-					nrdF2	888886	Rv3048c	975		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3408404	3409378	-	YP_177921.1	WP_003415973.1		ribonucleoside-diphosphate reductase subunit beta NrdF2	nrdF2	888886	Rv3048c	975	324	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3409509	3411083	-						888894	Rv3049c	1575		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3409509	3411083	-	NP_217565.1	WP_003899895.1		monooxygenase		888894	Rv3049c	1575	524	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3411217	3411957	-						888866	Rv3050c	741		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3411217	3411957	-	NP_217566.1	WP_003415979.1		AsnC family transcriptional regulator		888866	Rv3050c	741	246	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3412085	3414166	-					nrdE	888869	Rv3051c	2082		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3412085	3414166	-	NP_217567.1	WP_003415980.1		ribonucleoside-diphosphate reductase subunit alpha	nrdE	888869	Rv3051c	2082	693	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3414232	3414684	-					nrdI	888885	Rv3052c	453		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3414232	3414684	-	NP_217568.1	WP_003415981.1		NrdI protein	nrdI	888885	Rv3052c	453	150	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3414719	3414958	-					nrdH	888884	Rv3053c	240		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3414719	3414958	-	NP_217569.1	WP_003415982.1		glutaredoxin electron transport protein NrdH	nrdH	888884	Rv3053c	240	79	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3415435	3415989	-						887963	Rv3054c	555		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3415435	3415989	-	NP_217570.1	WP_003415983.1		hypothetical protein		887963	Rv3054c	555	184	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3416081	3416695	+						888882	Rv3055	615		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3416081	3416695	+	NP_217571.1	WP_003415984.1		TetR family transcriptional regulator		888882	Rv3055	615	204	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3416705	3417745	+					dinP	887519	Rv3056	1041		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3416705	3417745	+	NP_217572.1	WP_003899898.1		DNA polymerase IV 2	dinP	887519	Rv3056	1041	346	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3417799	3418662	-						888617	Rv3057c	864		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3417799	3418662	-	NP_217573.1	WP_003415986.1		short chain alcohol dehydrogenase/reductase		888617	Rv3057c	864	287	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3418726	3419376	-						888878	Rv3058c	651		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3418726	3419376	-	NP_217574.1	WP_003415987.1		TetR family transcriptional regulator		888878	Rv3058c	651	216	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3419492	3420970	+					cyp136	888883	Rv3059	1479		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3419492	3420970	+	NP_217575.1	WP_003899900.1		cytochrome P450 Cyp136	cyp136	888883	Rv3059	1479	492	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3421741	3423213	-						888855	Rv3060c	1473		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3421741	3423213	-	NP_217576.1	WP_003415989.1		GntR family transcriptional regulator		888855	Rv3060c	1473	490	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3423262	3425427	-					fadE22	887617	Rv3061c	2166		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3423262	3425427	-	NP_217577.1	WP_003902404.1		acyl-CoA dehydrogenase FadE22	fadE22	887617	Rv3061c	2166	721	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3425584	3427107	+					ligB	887553	Rv3062	1524		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3425584	3427107	+	NP_217578.1	WP_003912069.1		DNA ligase	ligB	887553	Rv3062	1524	507	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3427243	3429519	+					cstA	887948	Rv3063	2277		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3427243	3429519	+	NP_217579.1	WP_003917116.1		carbon starvation protein A	cstA	887948	Rv3063	2277	758	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3429825	3430250	-						888879	Rv3064c	426		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3429825	3430250	-	NP_217580.1	WP_003415994.1		integral membrane protein		888879	Rv3064c	426	141	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3430387	3430710	+					mmr	887550	Rv3065	324		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3430387	3430710	+	YP_177922.1	WP_003415995.1		multidrug resistance protein Mmr	mmr	887550	Rv3065	324	107	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3430707	3431315	+						888847	Rv3066	609		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3430707	3431315	+	NP_217582.1	WP_003416005.1		DeoR family transcriptional regulator		888847	Rv3066	609	202	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3431428	3431838	+						888822	Rv3067	411		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3431428	3431838	+	NP_217583.1	WP_003416011.1		hypothetical protein		888822	Rv3067	411	136	
gene	tRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3431840	3431912	-					alaU	2700438	Rvnt37	73		
tRNA		GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3431840	3431912	-				tRNA-Ala	alaU	2700438	Rvnt37	73		anticodon=GGC
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3431979	3433622	-					pgmA	888826	Rv3068c	1644		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3431979	3433622	-	NP_217584.1	WP_003899902.1		phosphoglucomutase PgmA	pgmA	888826	Rv3068c	1644	547	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3433692	3434090	+						888859	Rv3069	399		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3433692	3434090	+	NP_217585.1	WP_003416045.1		fluoride ion transporter CrcB		888859	Rv3069	399	132	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3434087	3434467	+						888651	Rv3070	381		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3434087	3434467	+	NP_217586.1	WP_003416046.1		fluoride ion transporter CrcB		888651	Rv3070	381	126	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3434464	3435573	+						888649	Rv3071	1110		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3434464	3435573	+	NP_217587.1	WP_003901532.1		hypothetical protein		888649	Rv3071	1110	369	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3435798	3436322	-						887175	Rv3072c	525		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3435798	3436322	-	NP_217588.1	WP_003416049.1		hypothetical protein		887175	Rv3072c	525	174	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3436329	3436685	-						888647	Rv3073c	357		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3436329	3436685	-	NP_217589.1	WP_003416050.1		hypothetical protein		888647	Rv3073c	357	118	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3436779	3438053	+						888027	Rv3074	1275		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3436779	3438053	+	NP_217590.1	WP_003416051.1		hypothetical protein		888027	Rv3074	1275	424	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3438050	3438973	-						887178	Rv3075c	924		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3438050	3438973	-	NP_217591.1	WP_003416052.1		hypothetical protein		887178	Rv3075c	924	307	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3439072	3439548	+						888026	Rv3076	477		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3439072	3439548	+	NP_217592.1	WP_003416053.1		hypothetical protein		888026	Rv3076	477	158	
